Machine Identifier,Site Session ID,Domain ID,Date of Activity,Time of Activity,Product Category ID,Product Name,product Quantity,Product Total Price,Basket Total,Most Education -- Head of Household,Census Region,Household Size,Oldest Age -- Head of Household,Household Income,Children Present,Racial Background,Connection Speed,Country of Origin,Zip Code,Domain Name
97623805,4.38415E+11,4.04667E+18,20121031,14:37:02,29,TECH ARMOR HD CLEAR SCREEN PROTECTOR WITH LIFETIME REPLACEMENT WARRANTY FOR AMAZON NEW KINDLE FIRE TABLET HD 7\\1 (3 PACK) [DOES NOT FIT ORIGINAL KINDLE FIRE SD] N/A,1,7.95,56.9,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.49945E+11,4.04667E+18,20121106,18:07:35,21,"CHRISTMAS SPIRIT A COLLECTION OF INSPIRING TRUE CHRISTMAS STORIES JOSI S. KILPACK, KAREN TUFT, ANDY HORTON, DEANNA BUXTON, CH, TIFFANY FLETCHER, SARAH M. EDEN, JONI HILTON, MELANIE JACOBSON, MICHELE A N/A",1,7.99,12.47,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.49945E+11,4.04667E+18,20121106,18:07:35,22,PRIDE AND PRECIPITATION (CHICK FLICK CLIQUE ROMANTIC COMEDY NOVELLA #1) HEATHER HORROCKS  KINDLE STORE N/A,1,0.99,5.47,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.49945E+11,4.04667E+18,20121106,18:07:35,1,SNOWED INN (WHO-DUN-HIM INN COZY MYSTERY #1) HEATHER HORROCKS  KINDLE STORE N/A,1,2.99,7.47,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,21,"MARY MEYER EASY RIDE'UMS, EASY RIDE'UM BROWN HORSE, 33\\1 N/A",1,19.99,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,6,PRINCE DMI SPORTS BILLIARD TABLE CONVERSION TABLE TENNIS TOP N/A,1,161.99,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,17,"HARDWARE HOUSE 543744 BERKSHIRE 12-INCH BY 5-1/4-INCH CEILING LIGHTING FIXTURE, CLASSIC BRONZE N/A",1,19.38,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,6,STIGA CLASSIC 2 PLAYER TABLE TENNIS RACKET SET N/A,2,19.98,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,15,INFLATABLE CRYSTAL BLUE SWIMMING POOL (45IN X 10IN) N/A,1,8.31,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,6,KILLERSPIN 603-97 TABLE TENNIS CLIP-ON NET AND POST SET N/A,1,34.99,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,17,SPEEDO SILICONE LONG HAIR SWIM CAP (BLACK) N/A,1,9.49,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,17,"HARDWARE HOUSE 543827 BERKSHIRE 12-1/4-INCH BY 8-1/4-INCH BATH/WALL LIGHTING FIXTURE, CLASSIC BRONZE N/A",2,54.06,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,6,"HALEX 59125 VELOCITY 24-COUNT TUB OF TABLE TENNIS BALLS, 1 STAR (ORANGE) N/A",1,7.99,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,4.81906E+11,4.04667E+18,20121017,20:22:18,54,LIFETIME DOUBLE-SHOT ARCADE BASKETBALL SYSTEM N/A,1,269.99,712.68,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27113E+11,4.04667E+18,20120918,21:54:02,22,"CLAUDIA AND THE PHANTOM PHONE CALLS (THE BABY-SITTERS CLUB, NO.2) N/A",1,5.99,88.85,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27113E+11,4.04667E+18,20120918,21:54:02,21,ALL NEW SQUARE FOOT GARDENING N/A,1,11.98,88.85,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27113E+11,4.04667E+18,20120918,21:54:02,54,"DUCK BRAND EASY-STICK DOUBLE STICK ADHESIVE ROLLER, 0.31-INCH X 255.6-INCHES, 4-PACK OF ROLLERS (280307) N/A",2,24.98,88.85,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27113E+11,4.04667E+18,20120918,21:54:02,23,"MARY ANNE SAVES THE DAY (THE BABY-SITTERS CLUB, NO.4) N/A",1,5.99,88.85,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27113E+11,4.04667E+18,20120918,21:54:02,21,"THE TRUTH ABOUT STACEY (THE BABY-SITTERS CLUB, NO.3) N/A",1,5.99,88.85,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27113E+11,4.04667E+18,20120918,21:54:02,17,THE BABY-SITTERS CLUB #1 KRISTY'S GREAT IDEA N/A,1,5.99,88.85,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27452E+11,4.04667E+18,20120906,14:12:34,21,60 DUREX CONDOMS VARIETY PACK! CONDOM MAN'S COLLECTION OF THE BEST VARIETY OF DUREX CONDOMS! N/A,1,12.96,181.86,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27452E+11,4.04667E+18,20120906,14:12:34,33,OTTERBOX DEFENDER SERIES HYBRID CASE & HOLSTER FOR IPHONE 4S  - RETAIL PACKAGING - OCEAN/NIGHT BLUE N/A,1,19,181.86,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,5.27452E+11,4.04667E+18,20120906,14:12:34,34,"PHILIPS HF3470/60 WAKE-UP LIGHT,  WHITE N/A",2,133.94,181.86,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.2595E+13,4.04667E+18,20120103,2:53:40,21,THE FAIRY GODMOTHER (TALES OF THE FIVE HUNDRED KINGDOMS) EBOOK MERCEDES LACKEY KINDLE STORE N/A,1,5.4,9.88,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.2595E+13,4.04667E+18,20120103,2:53:40,21,ON A SNOWY NIGHT EBOOK DEBBIE MACOMBER KINDLE STORE N/A,1,3.81,8.29,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.3627E+13,4.04667E+18,20120225,16:03:10,17,ROSSETO LITEWARE PARTY DISHES SET OF 25 CLEAR SIMPLY STYLE BOWLS N/A,1,15.72,68.46,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.3627E+13,4.04667E+18,20120225,16:03:10,40,"AVERY STICKER PROJECT PAPER, WHITE, 8.5 X 11 INCHES, PACK OF 15 (03383) N/A",1,12.54,68.46,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.3627E+13,4.04667E+18,20120225,16:03:10,13,STAINLESS STEEL 10 OZ. GRAVY BOAT N/A,1,7.76,68.46,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.3627E+13,4.04667E+18,20120225,16:03:10,23,"ROSSETO LITEWARE PARTY DISHES SET OF 50 OCTTO STYLE SERVING PLATES, CLEAR N/A",1,24.99,68.46,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.3627E+13,4.04667E+18,20120225,16:03:10,20,SE 30 PC. PLASTIC STORAGE CONTAINER SET N/A,1,7.45,68.46,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.3887E+13,4.04667E+18,20120123,0:58:30,21,PLAN YOUR ESTATE EBOOK DENIS CLIFFORD ATTORNEY KINDLE STORE N/A,1,26.72,31.2,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.39165E+13,4.04667E+18,20120120,18:03:12,40,EGP SELF INKING RE-INKING FLUID - BLACK N/A,1,4.85,39.17,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.39165E+13,4.04667E+18,20120120,18:03:12,55,MELISSA & DOUG TOOLBOX FILL AND SPILL N/A,1,17.61,39.17,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.39165E+13,4.04667E+18,20120120,18:03:12,54,MELISSA & DOUG SPORTS BAG FILL & SPILL N/A,1,16.71,39.17,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.39165E+13,4.04667E+18,20120120,3:47:42,21,SEEKING PERSEPHONE EBOOK SARAH M. EDEN KINDLE STORE N/A,1,9.99,14.47,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.51963E+13,4.04667E+18,20120317,3:21:14,55,"CREATIVE OPTIONS 13-INCH BY 10-INCH BY 14-INCH GRAB AND GO 3-BY RACK SYSTEM, VINEYARD N/A",1,41.99,41.99,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.54014E+13,4.04667E+18,20120215,20:51:53,30,CANON CLI-221 INK TANK (CYAN) N/A,1,12.2,49.15,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.54014E+13,4.04667E+18,20120215,20:51:53,16,"BUTTER, COCONUT OG RAW 16 OZ N/A",1,12.75,49.15,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.54014E+13,4.04667E+18,20120215,20:51:53,33,PHONEDEVIL / MEDIADEVIL MAGICSCREEN SCREEN PROTECTOR MATTE CLEAR (ANTI-GLARE) EDITION - FOR APPLE IPHONE 4 / 4G (AT&T/VERIZON/SPRINT) AND 4S / 4GS (2 X FRONT SCREEN PROTECTORS) N/A,1,11.97,49.15,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.54014E+13,4.04667E+18,20120215,20:51:53,30,CANON CLI-221 INK TANK (MAGENTA) N/A,1,12.23,49.15,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.55196E+13,4.04667E+18,20120222,4:33:46,21,PERSUASION A LATTER-DAY TALE EBOOK REBECCA H. JAMISON KINDLE STORE N/A,1,3.82,8.3,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.62355E+13,4.04667E+18,20120428,23:09:31,21,WILLOW TREE HEART AND SOUL FIGUINE N/A,1,21.49,83.57,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.62355E+13,4.04667E+18,20120428,23:09:31,54,"STICK AWAY ADHESIVE REMOVER, 5.9-OUNCE N/A",1,13,83.57,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.62355E+13,4.04667E+18,20120428,23:09:31,14,"ELMER'S REPOSITIONABLE MOUNTING SPRAY ADHESIVE, 10 OUNCES, CLEAR (E454) N/A",1,12.21,83.57,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.62355E+13,4.04667E+18,20120428,23:09:31,55,SILHOUETTE CAMEO REPLACEMENT CUTTING MAT N/A,1,13.95,83.57,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.62355E+13,4.04667E+18,20120428,23:09:31,40,SCOTCH 85 1/4-INCH ATG ADVANCED TAPE GLIDER WITH 2 ROLLS OF TAPE/KIT N/A,1,22.92,83.57,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.63039E+13,4.04667E+18,20120520,12:59:00,54,"WILLOW TREE ANGEL OF CARING FIGURINE, SUSAN LORDI 26079 N/A",1,13.56,13.56,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.73729E+13,4.04667E+18,20120511,22:47:02,10,GREENLAND HOME JOSEPHINE CHOCOLATE KING QUILT SET N/A,1,110.4,110.4,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.75993E+13,4.04667E+18,20120506,17:24:33,40,"WAUSAU CREATIVE COLLECTION TEXTURES  SPECIALTY CARDSTOCK, 12 X 12 INCHES, BRIGHT WHITE, 40 COUNT (46002) N/A",2,17.88,47.42,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.75993E+13,4.04667E+18,20120506,17:24:33,4,"DMM EXPRESSIVELY YOURS BRACELET - ACHIEVE, SUCCESS, BELIEVE N/A",2,13.58,47.42,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.83174E+13,4.04667E+18,20120415,0:00:07,9,"CORELLE LIVINGWARE 16-PIECE DINNERWARE SET, SERVICE FOR 4, SQUARED N/A",1,29.97,33.96,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.85235E+13,4.04667E+18,20120524,18:51:32,14,17 INCH POLYESTER NAPKINS CHOCOLATE - DOZEN N/A,3,20.07,36.22,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.85235E+13,4.04667E+18,20120524,18:51:32,40,SILHOUETTE TEMPORARY TATTOO PAPER N/A,1,9.7,36.22,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.9458E+13,4.04667E+18,20120528,16:01:33,40,"12\\1 X 40 FT ROLL OF GLOSSY BROWN PERMANENT ADHESIVE-BACKED VINYL FOR CRAFT CUTTERS, PUNCHES AND VINYL SIGN CUTTERS - VINYL EASE V0452 N/A",1,29.95,57.9,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.9458E+13,4.04667E+18,20120528,16:01:33,55,"12\\1 X 40 FT ROLL OF MATTE BLACK PERMANENT ADHESIVE-BACKED VINYL FOR CRAFT CUTTERS, PUNCHES AND VINYL SIGN CUTTERS - VINYL EASE V0430 N/A",1,27.95,57.9,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.97067E+13,4.04667E+18,20120419,15:50:34,21,"NATURALIZER WOMEN'S BERLYNN ESPADRILLE,WHITE FABRIC,11 W US N/A",1,32.27,36.26,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.97715E+13,4.04667E+18,20120529,3:39:13,17,"CREATIVE LEARNER BEHAVIORAL PAOCKET CHART, 18.5 X 21 INCHES, BLUE, 35 POCKETS (0020360) N/A",1,17.99,21.98,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.97837E+13,4.04667E+18,20120514,12:58:29,23,BATTAT TAKE APART CRANE N/A,1,20.49,32.09,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,7.97837E+13,4.04667E+18,20120514,12:58:29,34,"DURACELL COPPERTOP AA BATTERIES, 20-COUNT N/A",1,11.6,32.09,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,9.30284E+13,4.04667E+18,20120630,15:39:12,17,"E-CLOTH STARTER PACK, 5-COUNT N/A",1,27.55,77.17,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,9.30284E+13,4.04667E+18,20120630,15:39:12,14,PEPPERMINT OIL 4 OZ. N/A,1,13.99,77.17,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,9.30284E+13,4.04667E+18,20120630,15:39:12,54,E-CLOTH GLASS AND POLISHING CLOTH N/A,1,8.51,77.17,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,9.30284E+13,4.04667E+18,20120630,15:39:12,23,DUREX PLAY VIBRATIONS VALUE PACK 6-PK. N/A,1,25.14,77.17,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,9.56964E+13,4.04667E+18,20120701,12:57:47,23,COURTING MISS LANCASTER SARAH M. EDEN  KINDLE STORE N/A,1,10.19,14.67,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,9.56964E+13,4.04667E+18,20120701,12:57:47,23,THE GUISE OF A GENTLEMAN (THE ROGUE HEARTS SERIES) DONNA HATCH  KINDLE STORE N/A,1,5.99,10.47,99,4,5,11,7,1,1,1,0,82501,amazon.com
97623805,9.56964E+13,4.04667E+18,20120701,12:57:47,1,"CONSTANT HEARTS, INSPIRED BY JANE AUSTEN'S PERSUASION DONNA HATCH  KINDLE STORE N/A",1,0.99,5.47,99,4,5,11,7,1,1,1,0,82501,amazon.com
97627853,1.00433E+14,4.04667E+18,20120715,17:35:28,33,TRAVEL HOME WALL CHARGER (CLA) FOR NOKIA XPRESSMUSIC 5130 / CLASSIC 2320 - NON-RETAIL PACKAGING N/A,1,0.99,5.98,99,3,4,5,5,1,1,1,0,30066,amazon.com
97662273,4.67769E+11,4.04667E+18,20121018,3:23:32,21,THE FANTASY FALLACY EXPOSING THE DEEPER MEANING BEHIND SEXUAL THOUGHTS N/A,1,10.87,10.87,99,1,2,9,7,0,1,1,0,10463,amazon.com
97663515,1.00287E+14,4.04667E+18,20120721,14:57:20,23,DUBLINERS [WITH BIOGRAPHICAL INTRODUCTION] JAMES JOYCE  KINDLE STORE N/A,1,1.9,6.38,99,2,2,8,4,0,1,1,0,44107,amazon.com
97663515,1.00287E+14,4.04667E+18,20120721,14:15:27,23,LONELY PLANET DISCOVER GREAT BRITAIN (FULL COLOR COUNTRY TRAVEL GUIDE) N/A,1,17.85,21.84,99,2,2,8,4,0,1,1,0,44107,amazon.com
97663515,9.70758E+13,4.04667E+18,20120707,15:24:45,21,CONTEMPORARY STRATEGY ANALYSIS TEXT ONLY N/A,1,31.88,35.87,99,2,2,8,4,0,1,1,0,44107,amazon.com
97663719,1.10962E+14,4.04667E+18,20120717,3:03:01,99,POOLHALL JUNKIES N/A,1,5.98,13.96,99,2,2,5,6,1,1,1,0,48858,amazon.com
97663719,7.84714E+13,4.04667E+18,20120501,0:21:48,21,THE FIRST AID COMPANION FOR DOGS & CATS (PREVENTION PETS) N/A,1,5.3,9.29,99,2,2,5,6,1,1,1,0,48858,amazon.com
97663951,7.55699E+13,4.04667E+18,20120201,3:46:51,16,TULI'S HEAVY DUTY GEL HEEL CUPS N/A,1,11.74,98.96,99,2,5,6,7,1,1,1,0,47918,amazon.com
97663951,7.55699E+13,4.04667E+18,20120201,3:46:51,16,"TULI'S HEAVY DUTY GEL HEEL CUPS, REGULAR (UNDER 175LBS) N/A",1,11.74,98.96,99,2,5,6,7,1,1,1,0,47918,amazon.com
97663951,7.55699E+13,4.04667E+18,20120201,3:46:51,6,"TULI'S CHEETAH HEEL PROTECTOR, MEDIUM (80-100LBS) N/A",2,37.74,98.96,99,2,5,6,7,1,1,1,0,47918,amazon.com
97663951,7.55699E+13,4.04667E+18,20120201,3:46:51,16,TULI'S CHEETAH HEEL PROTECTOR N/A,2,37.74,98.96,99,2,5,6,7,1,1,1,0,47918,amazon.com
97664536,4.16591E+11,4.04667E+18,20121125,2:50:27,16,BODY TOOLZ CUTICLE PUSHER N/A,1,4.88,71.18,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.16591E+11,4.04667E+18,20121125,2:50:27,23,ON BORROWED TIME N/A,1,13.98,71.18,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.16591E+11,4.04667E+18,20121125,2:50:27,6,LARGE MEDIUM-FIRM WELLNESS SEAT CUSHION (SIZE 18\\1 X 14\\1 X 1-3/4\\1 TO 3-1/2\\1. COLOR BLACK) N/A,1,15.95,71.18,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.16591E+11,4.04667E+18,20121125,2:50:27,16,FLASH SHINER NAIL BUFFER N/A,1,3.4,71.18,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.16591E+11,4.04667E+18,20121125,2:50:27,16,TWEEZERMAN SHAPE AND SHINE NAIL TOOL N/A,1,7,71.18,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.16591E+11,4.04667E+18,20121125,2:50:27,23,THE BACHELOR AND THE BOBBY SOXER N/A,1,15.38,71.18,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.79526E+11,4.04667E+18,20121015,0:41:11,23,(24X36) STAR WARS MOVIE YOUR EMPIRE NEEDS YOU DARTH VADER POSTER PRINT N/A,1,0.38,28.08,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.79526E+11,4.04667E+18,20121015,0:41:11,23,"THE BIG LEBOWSKI MOVIE (WORLD OF PAIN) POSTER PRINT - 24X36 POSTER PRINT, 24X36 POSTER PRINT, 24X36 N/A",1,2.75,28.08,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,4.79526E+11,4.04667E+18,20121015,0:41:11,23,IMITATION OF LIFE TWO-MOVIE SPECIAL EDITION [DVD + DIGITAL COPY] (UNIVERSAL'S 100TH ANNIVERSARY) N/A,1,8.99,28.08,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,5.21315E+11,4.04667E+18,20120917,20:05:44,36,LEGO STAR WARS 9496 DESERT SKIFF N/A,1,22.27,51.31,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,5.21315E+11,4.04667E+18,20120917,20:05:44,29,NORTH N/A,1,11.99,51.31,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,5.21315E+11,4.04667E+18,20120917,20:05:44,23,THE FELLOWSHIP OF THE RING BEING THE FIRST PART OF THE LORD OF THE RINGS N/A,1,10.27,51.31,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,7.38598E+13,4.04667E+18,20120123,20:30:40,21,NOT WHAT SHE SEEMS EBOOK VICTORINE E. LIESKE KINDLE STORE N/A,1,0.99,5.47,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,7.5948E+13,4.04667E+18,20120331,2:10:35,36,LEGO STAR WARS TIE INTERCEPTOR AND DEATH STAR 9676 N/A,1,9.97,34.66,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,7.5948E+13,4.04667E+18,20120331,2:10:35,36,LEGO STAR WARS IMPERIAL V-WING STARFIGHTER 7915 N/A,1,19.97,34.66,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664536,8.03494E+13,4.04667E+18,20120425,22:10:42,23,GAME OF THRONES THE COMPLETE FIRST SEASON N/A,1,25.58,28.56,99,1,5,9,4,1,1,1,0,7204,amazon.com
97664687,7.21363E+13,4.04667E+18,20120219,15:27:01,15,LIFTMASTER 41A3589-3 FULL BELT ASSEMBLY 7' OPENER N/A,1,48,52.43,99,1,2,11,5,0,1,1,0,7059,amazon.com
97665763,3.70155E+11,4.04667E+18,20121208,21:26:01,32,NIKON 1 J1 DIGITAL CAMERA BODY WITH 10-30MM VR & 30-110MM VR LENSES (WHITE) WITH 32GB CARD + BATTERY + BACKPACK + LENS SET + FILTERS + REMOTE + TRIPOD + ACCESSORY KIT N/A,1,579.95,596.9,99,1,2,7,4,0,3,1,0,7657,amazon.com
97666247,4.42312E+11,4.04667E+18,20121021,0:27:00,16,"VISALUS BODY BY VI BALANCE KIT {30 MEALS, 5 HEALTH MIX-INS} N/A",1,47,81.9,99,3,2,4,2,1,1,1,0,21613,amazon.com
97666247,4.7336E+11,4.04667E+18,20121007,14:18:08,17,HTC DROID INCREDIBLE ANDROID PHONE BLACK (VERIZON WIRELESS) N/A,1,79.99,84.98,99,3,2,4,2,1,1,1,0,21613,amazon.com
97666247,7.19567E+13,4.04667E+18,20120104,23:25:47,36,ZUMBA FITNESS 2 N/A,1,29,33.98,99,3,2,4,2,1,1,1,0,21613,amazon.com
97666247,8.00078E+13,4.04667E+18,20120515,0:07:57,21,WHAT TO EXPECT BEFORE YOU'RE EXPECTING N/A,1,10.36,29.34,99,3,2,4,2,1,1,1,0,21613,amazon.com
97666460,4.43068E+11,4.04667E+18,20121120,1:41:35,23,THE THRILL OF IT ALL CHRISTIE RIDGWAY  KINDLE STORE N/A,1,2.99,7.47,99,4,5,1,4,1,3,1,0,95207,amazon.com
97666710,1.00555E+14,4.04667E+18,20120629,19:02:11,99,MOTORCRAFT DG528 IGNITION COIL N/A,3,156.78,156.78,99,1,2,7,2,1,3,1,0,32401,amazon.com
97666710,4.37315E+11,4.04667E+18,20121121,22:28:09,34,CASE LOGIC QHDC-101 PORTABLE EVA HARD DRIVE CASE  - BLACK N/A,1,9.39,24.57,99,1,2,7,2,1,3,1,0,32401,amazon.com
97666710,4.38644E+11,4.04667E+18,20121128,23:26:49,2,"CONVER C TAYLOR A/S OX BLK MONO,BLK,12 M N/A",1,47.95,56,99,1,2,7,2,1,3,1,0,32401,amazon.com
97666710,4.62931E+11,4.04667E+18,20121030,22:16:52,23,GMYLE 13.3-INCH NEOPRENE SOFT ZIPPER CASE POUCH SLEEVE COVER BAG FOR MACBOOK PRO 13-INCH - PREFECT FIT - WITH TRANSPARENT TPU KEYBOARD COVER - BLACK N/A,1,9.99,42.93,99,1,2,7,2,1,3,1,0,32401,amazon.com
97666710,4.62931E+11,4.04667E+18,20121030,22:16:52,13,TOPCASE CANDY WHITE HARD CASE COVER FOR MACBOOK PRO 13\\1 A1278 WITH FREE MOUSE PAD N/A,1,17.99,42.93,99,1,2,7,2,1,3,1,0,32401,amazon.com
97666710,4.62931E+11,4.04667E+18,20121030,22:16:52,13,SILICONE KEYBOARD COVER FOR APPLE MACBOOK PRO 13-15 INCHES WHITE N/A,1,1.49,42.93,99,1,2,7,2,1,3,1,0,32401,amazon.com
97667418,1.02009E+14,4.04667E+18,20120818,22:19:11,99,SYSTEMS UNDERSTANDING AID N/A,1,67.26,236.3,99,2,5,7,7,1,1,1,1,48154,amazon.com
97667418,1.02009E+14,4.04667E+18,20120818,22:19:11,48,LOOSE LEAF INTERMEDIATE ACCOUNTING WITH ANNUAL REPORT N/A,1,162.05,236.3,99,2,5,7,7,1,1,1,1,48154,amazon.com
97667418,3.97386E+11,4.04667E+18,20121201,19:21:08,9,BALL CANNING REGULAR MOUTH HALF PINT CANNING JAR 8 OZ. 12-COUNT N/A,1,13.48,13.48,99,2,5,7,7,1,1,1,1,48154,amazon.com
97671037,1.03409E+14,4.04667E+18,20120613,15:17:24,21,"CALICO JOE HARDCOVER BY GRISHAM, JOHN N/A",1,20,201.39,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03409E+14,4.04667E+18,20120613,15:17:24,21,WAKING UP IN CHARLESTON (CHARLESTON TRILOGY) N/A,1,14.78,201.39,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03409E+14,4.04667E+18,20120613,15:17:24,21,FULL OF GRACE LOW PRICE CD N/A,1,13.06,201.39,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03409E+14,4.04667E+18,20120613,15:17:24,23,INTEX  117-BY-76-BY-53-INCH RAINBOW RING POOL PLAY CENTER N/A,1,74.99,201.39,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03409E+14,4.04667E+18,20120613,15:17:24,54,MONSTER HIGH SWEET 1600 DRACULAURA DOLL N/A,1,22.99,201.39,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03409E+14,4.04667E+18,20120613,15:17:24,54,MONSTER HIGH SWEET 1600 FRANKIE STEIN DOLL N/A,1,22.99,201.39,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03409E+14,4.04667E+18,20120613,15:17:24,14,COLEMAN 120V ELECTRIC QUICK PUMP N/A,1,20.17,201.39,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03483E+14,4.04667E+18,20120706,19:55:24,30,LASER VENTURES LASER BOT ROBOT LASER PEGS N/A,1,15,37.65,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.03483E+14,4.04667E+18,20120706,19:55:24,30,LASER PEGS AC POWER ACCESSORY N/A,1,5.39,37.65,99,2,2,6,5,0,1,1,0,60613,amazon.com
97671037,1.08707E+14,4.04667E+18,20120711,14:34:29,23,"BERKSHIRE GIRLS 7-16 HELLO KITTY UMBRELLA, LIGHT PINK, ONE SIZE N/A",1,15,64.68,99,2,2,6,5,0,1,1,0,60613,amazon.com
